chrPTM_1	104678	107976
chrPTM_1	111028	120162
chrPTM_1	120315	122874
chrPTM_1	123168	127377
chrPTM_1	128233	131593
chrPTM_1	131682	136121
chrPTM_1	136587	137497
chrPTM_1	137492	143121
chrPTM_1	143367	147377
chrPTM_1	147451	151548
chrPTM_1	151731	159469
chrPTM_1	160006	166955
chrPTM_1	167054	167970
chrPTM_1	168224	174733
chrPTM_1	174843	197997
chrPTM_1	198120	205511
chrPTM_1	205610	207309
chrPTM_1	208467	219327
chrPTM_1	219446	219672
chrPTM_1	219847	220182
chrPTM_1	220769	235338
chrPTM_1	235933	240241
chrPTM_1	240423	255685
chrPTM_1	263324	271674
chrPTM_1	273375	317918
chrPTM_1	318010	328507
chrPTM_1	328643	373239
chrPTM_1	373250	379051
chrPTM_1	382438	388292
chrPTM_1	393260	421493
chrPTM_1	421526	422392
chrPTM_1	423277	434168
chrPTM_1	434288	439807
chrPTM_1	439918	443978
chrPTM_1	444118	456056
chrPTM_1	456144	486339
chrPTM_1	486465	522242
chrPTM_1	522358	534649
chrPTM_1	534440	551797
chrPTM_1	551925	568757
chrPTM_1	568894	574727
chrPTM_1	574846	587041
chrPTM_1	587160	595778
chrPTM_1	595986	598419
chrPTM_1	598578	627665
chrPTM_1	627769	630597
chrPTM_1	630807	658478
chrPTM_1	658567	659530
chrPTM_1	660084	671927
chrPTM_1	672017	676789
chrPTM_1	676897	677930
chrPTM_1	678035	681003
chrPTM_1	681637	686066
chrPTM_1	686282	716345
chrPTM_1	716445	766345
chrPTM_1	766463	766775
chrPTM_1	766915	788025
chrPTM_1	788030	790647
chrPTM_1	790888	810025
chrPTM_1	825122	858847
chrPTM_1	858938	876305
chrPTM_1	876610	879273
chrPTM_1	879733	880050
chrPTM_1	880208	880577
chrPTM_1	880923	900810
chrPTM_1	900950	906278
chrPTM_1	906373	907623
chrPTM_1	908040	928331
chrPTM_1	928751	930908
chrPTM_1	931051	949185
chrPTM_1	949276	949511
chrPTM_1	949599	953791
chrPTM_1	953788	968589
chrPTM_1	968690	970481
chrPTM_1	970595	993302
chrPTM_1	993315	994047
chrPTM_1	994371	1007054
chrPTM_1	1014695	1023951
chrPTM_1	1024186	1027368
chrPTM_1	1027539	1043376
chrPTM_1	1043471	1052082
chrPTM_1	1052256	1056951
chrPTM_1	1057046	1065160
chrPTM_1	1065314	1086647
chrPTM_1	1086766	1098528
chrPTM_1	1100347	1101186
chrPTM_1	1101321	1110426
chrPTM_1	1110422	1147132
chrPTM_1	1147219	1149296
