chrPTT_1	chrPTM_1	55694	58990	104678	107976
chrPTT_1	chrPTM_1	58991	68098	111028	120162
chrPTT_1	chrPTM_1	68247	70806	120315	122874
chrPTT_1	chrPTM_1	70665	74876	123168	127377
chrPTT_1	chrPTM_1	75419	78777	128233	131593
chrPTT_1	chrPTM_1	78872	83298	131682	136121
chrPTT_1	chrPTM_1	98715	104369	137492	143121
chrPTT_1	chrPTM_1	104468	108445	143367	147377
chrPTT_1	chrPTM_1	108723	112820	147451	151548
chrPTT_1	chrPTM_1	113021	120714	151731	159469
chrPTT_1	chrPTM_1	121237	128233	160006	166955
chrPTT_1	chrPTM_1	128356	129275	167054	167970
chrPTT_1	chrPTM_1	129484	135992	168224	174733
chrPTT_1	chrPTM_1	136098	159163	174843	197997
chrPTT_1	chrPTM_1	159286	166656	198120	205511
chrPTT_1	chrPTM_1	166729	168414	205610	207309
chrPTT_1	chrPTM_1	168404	179299	208467	219327
chrPTT_1	chrPTM_1	179418	179643	219446	219672
chrPTT_1	chrPTM_1	180682	195252	220769	235338
chrPTT_1	chrPTM_1	195438	199748	235933	240241
chrPTT_1	chrPTM_1	201818	217095	240423	255685
chrPTT_1	chrPTM_1	217094	225435	263324	271674
chrPTT_1	chrPTM_1	227135	271634	273375	317918
chrPTT_1	chrPTM_1	271724	282229	318010	328507
chrPTT_1	chrPTM_1	282365	326962	328643	373239
chrPTT_1	chrPTM_1	359663	365468	373250	379051
chrPTT_1	chrPTM_1	368853	374728	382438	388292
chrPTT_1	chrPTM_1	376631	404815	393260	421493
chrPTT_1	chrPTM_1	407630	418513	423277	434168
chrPTT_1	chrPTM_1	418633	424152	434288	439807
chrPTT_1	chrPTM_1	424263	428323	439918	443978
chrPTT_1	chrPTM_1	428463	440389	444118	456056
chrPTT_1	chrPTM_1	440477	470597	456144	486339
chrPTT_1	chrPTM_1	470717	506477	486465	522242
chrPTT_1	chrPTM_1	506593	518902	522358	534649
chrPTT_1	chrPTM_1	518585	535918	534440	551797
chrPTT_1	chrPTM_1	536046	552940	551925	568757
chrPTT_1	chrPTM_1	553077	558897	568894	574727
chrPTT_1	chrPTM_1	558998	571202	574846	587041
chrPTT_1	chrPTM_1	571317	579917	587160	595778
chrPTT_1	chrPTM_1	579918	582425	595986	598419
chrPTT_1	chrPTM_1	582584	611625	598578	627665
chrPTT_1	chrPTM_1	611729	614536	627769	630597
chrPTT_1	chrPTM_1	614719	642394	630807	658478
chrPTT_1	chrPTM_1	642583	643547	658567	659530
chrPTT_1	chrPTM_1	644109	655933	660084	671927
chrPTT_1	chrPTM_1	656023	660768	672017	676789
chrPTT_1	chrPTM_1	660786	661822	676897	677930
chrPTT_1	chrPTM_1	661822	664760	678035	681003
chrPTT_1	chrPTM_1	665240	669669	681637	686066
chrPTT_1	chrPTM_1	669974	700062	686282	716345
chrPTT_1	chrPTM_1	700174	750050	716445	766345
chrPTT_1	chrPTM_1	750624	771625	766915	788025
chrPTT_1	chrPTM_1	771994	774615	788030	790647
chrPTT_1	chrPTM_1	774838	793998	790888	810025
chrPTT_1	chrPTM_1	794025	827702	825122	858847
chrPTT_1	chrPTM_1	827793	845194	858938	876305
chrPTT_1	chrPTM_1	845424	848079	876610	879273
chrPTT_1	chrPTM_1	848539	848856	879733	880050
chrPTT_1	chrPTM_1	849014	849383	880208	880577
chrPTT_1	chrPTM_1	849729	869635	880923	900810
chrPTT_1	chrPTM_1	869775	875111	900950	906278
chrPTT_1	chrPTM_1	875206	876456	906373	907623
chrPTT_1	chrPTM_1	876828	897059	908040	928331
chrPTT_1	chrPTM_1	899975	918107	931051	949185
chrPTT_1	chrPTM_1	918518	922638	949599	953791
chrPTT_1	chrPTM_1	928544	943262	953788	968589
chrPTT_1	chrPTM_1	943364	945166	968690	970481
chrPTT_1	chrPTM_1	945280	968049	970595	993302
chrPTT_1	chrPTM_1	980643	993329	994371	1007054
chrPTT_1	chrPTM_1	993332	1002578	1014695	1023951
chrPTT_1	chrPTM_1	1002814	1005999	1024186	1027368
chrPTT_1	chrPTM_1	1006170	1022031	1027539	1043376
chrPTT_1	chrPTM_1	1022120	1030718	1043471	1052082
chrPTT_1	chrPTM_1	1030714	1035410	1052256	1056951
chrPTT_1	chrPTM_1	1035505	1043615	1057046	1065160
chrPTT_1	chrPTM_1	1043751	1065108	1065314	1086647
chrPTT_1	chrPTM_1	1065205	1076962	1086766	1098528
chrPTT_1	chrPTM_1	1078781	1079620	1100347	1101186
chrPTT_1	chrPTM_1	1079755	1088864	1101321	1110426
chrPTT_1	chrPTM_1	1088985	1125731	1110422	1147132
chrPTT_1	chrPTM_1	1125818	1127895	1147219	1149296
chrPTT_1	chrPTM_1	1130011	1142539	1151387	1163890
chrPTT_1	chrPTM_1	1142629	1151966	1164115	1173481
chrPTT_1	chrPTM_1	1152481	1152681	1173989	1174189
chrPTT_1	chrPTM_1	1152768	1163823	1174276	1185329
chrPTT_1	chrPTM_1	1166329	1168044	1187824	1189539
chrPTT_1	chrPTM_1	1168190	1171789	1189685	1193284
chrPTT_1	chrPTM_1	1171789	1179035	1193450	1200698
chrPTT_1	chrPTM_1	1179234	1225214	1200897	1246708
chrPTT_1	chrPTM_1	1281058	1336907	1249896	1305729
chrPTT_1	chrPTM_1	1337036	1361114	1305861	1329959
chrPTT_1	chrPTM_1	1361209	1363358	1330054	1332203
chrPTT_1	chrPTM_1	1366598	1392727	1335254	1361417
chrPTT_1	chrPTM_1	1392894	1393184	1361584	1361874
chrPTT_1	chrPTM_1	1393297	1399894	1361987	1368574
chrPTT_1	chrPTM_1	1399958	1408578	1368674	1377302
chrPTT_1	chrPTM_1	1408699	1424077	1377423	1392790
chrPTT_1	chrPTM_1	1430911	1440311	1392783	1402183
chrPTT_1	chrPTM_1	1440698	1445724	1402568	1407610
chrPTT_1	chrPTM_1	1456619	1471354	1407607	1422351
chrPTT_1	chrPTM_1	1471351	1471991	1422757	1423400
chrPTT_1	chrPTM_1	1472083	1476573	1423492	1428021
chrPTT_1	chrPTM_1	1477273	1488957	1428816	1440504
chrPTT_1	chrPTM_1	1489815	1504822	1441348	1456388
chrPTT_1	chrPTM_1	1505699	1516247	1457259	1467798
chrPTT_1	chrPTM_1	1516342	1518478	1467893	1470029
chrPTT_1	chrPTM_1	1518590	1535909	1470141	1487508
chrPTT_1	chrPTM_1	1536032	1542633	1487631	1494231
chrPTT_1	chrPTM_1	1542635	1545886	1497480	1494233
chrPTT_1	chrPTM_1	1545885	1629944	1497479	1581643
chrPTT_1	chrPTM_1	1630037	1710379	1581745	1662103
chrPTT_1	chrPTM_1	1710512	1717841	1662236	1669565
chrPTT_1	chrPTM_1	1719109	1721018	1670801	1672710
chrPTT_1	chrPTM_1	1721016	1734834	1673016	1686842
chrPTT_1	chrPTM_1	1734959	1746646	1686967	1698652
chrPTT_1	chrPTM_1	1746788	1765696	1698794	1717706
chrPTT_1	chrPTM_1	1765815	1876563	1717825	1828513
chrPTT_1	chrPTM_1	1876566	1914475	1859023	1897045
chrPTT_1	chrPTM_1	1914566	1918206	1897136	1900773
chrPTT_1	chrPTM_1	1918316	1928543	1900891	1911117
chrPTT_1	chrPTM_1	1928637	1930085	1911211	1912659
chrPTT_1	chrPTM_1	1930234	1950340	1912808	1932933
chrPTT_1	chrPTM_1	1950450	1950676	1933034	1933261
chrPTT_1	chrPTM_1	1950883	1977742	1933405	1960272
chrPTT_1	chrPTM_1	1977876	1979548	1960406	1962079
chrPTT_1	chrPTM_1	1979546	1990257	1962120	1972871
chrPTT_1	chrPTM_1	1990627	1992498	1972880	1974755
chrPTT_1	chrPTM_1	1992788	2007174	1974937	1989416
chrPTT_1	chrPTM_1	2007619	2015528	1989871	1997757
chrPTT_1	chrPTM_1	2015695	2021760	1997888	2003954
chrPTT_1	chrPTM_1	2021962	2027522	2003946	2009509
chrPTT_1	chrPTM_1	2027632	2031585	2009619	2013572
chrPTT_1	chrPTM_1	2031673	2052081	2013667	2034115
chrPTT_1	chrPTM_1	2052223	2094126	2034257	2076087
chrPTT_1	chrPTM_1	2094233	2099236	2076194	2081197
chrPTT_1	chrPTM_1	2099358	2108269	2081280	2090164
chrPTT_1	chrPTM_1	2108368	2108548	2090275	2090455
chrPTT_1	chrPTM_1	2108723	2121478	2090583	2103311
chrPTT_1	chrPTM_1	2121613	2130994	2103446	2112844
chrPTT_1	chrPTM_1	2134382	2158946	2116232	2140813
chrPTT_1	chrPTM_1	2159308	2163582	2141176	2145465
chrPTT_1	chrPTM_1	2170448	2190027	2151640	2171209
chrPTT_1	chrPTM_1	2206860	2207524	2171218	2171882
chrPTT_1	chrPTM_1	2207750	2208441	2171959	2172651
chrPTT_1	chrPTM_1	2209057	2210251	2172639	2173834
chrPTT_1	chrPTM_1	2210406	2234464	2173989	2198061
chrPTT_1	chrPTM_1	2271859	2273221	2199444	2200802
chrPTT_1	chrPTM_1	2273353	2274736	2200934	2202317
chrPTT_1	chrPTM_1	2274934	2288203	2202515	2215790
chrPTT_1	chrPTM_1	2291785	2292802	2218328	2219345
chrPTT_1	chrPTM_1	2293412	2298565	2219345	2224491
chrPTT_1	chrPTM_1	2298732	2317431	2224658	2243373
chrPTT_1	chrPTM_1	2317624	2329257	2243566	2255223
chrPTT_1	chrPTM_1	2329379	2330151	2255382	2256153
chrPTT_1	chrPTM_1	2330237	2338052	2256071	2263874
chrPTT_1	chrPTM_1	2338166	2360914	2263988	2286737
chrPTT_1	chrPTM_1	2361238	2364618	2287215	2290595
chrPTT_1	chrPTM_1	2366168	2375656	2292152	2301595
chrPTT_1	chrPTM_1	2375812	2412220	2301739	2338176
chrPTT_1	chrPTM_1	2412097	2432101	2337975	2358002
chrPTT_1	chrPTM_1	2471517	2480912	2362521	2371979
chrPTT_1	chrPTM_1	2481161	2507427	2372229	2398493
chrPTT_1	chrPTM_1	2507579	2541870	2398640	2432899
chrPTT_1	chrPTM_1	2542006	2549403	2433034	2440433
chrPTT_1	chrPTM_1	2549482	2567029	2440530	2458061
chrPTT_1	chrPTM_1	2567132	2568443	2458164	2459496
chrPTT_1	chrPTM_1	2568814	2569555	2459867	2460608
chrPTT_1	chrPTM_1	2572118	2576571	2463171	2467620
chrPTT_1	chrPTM_1	2577251	2584471	2468302	2475522
chrPTT_1	chrPTM_1	2584574	2600158	2475626	2491211
chrPTT_1	chrPTM_1	2600345	2611541	2491398	2502597
chrPTT_1	chrPTM_1	2611720	2652360	2502776	2543414
chrPTT_1	chrPTM_1	2652627	2653781	2543681	2544835
chrPTT_1	chrPTM_1	2653956	2657807	2545010	2548861
chrPTT_1	chrPTM_1	2659017	2659599	2550071	2550653
chrPTT_1	chrPTM_1	2660782	2661015	2551836	2552069
chrPTT_1	chrPTM_1	2661432	2661609	2552486	2552663
chrPTT_1	chrPTM_1	2662335	2665754	2553389	2556808
chrPTT_1	chrPTM_1	2666444	2666748	2557498	2557802
chrPTT_1	chrPTM_1	2667635	2668055	2558689	2559109
chrPTT_1	chrPTM_1	2669370	2669495	2560424	2560549
chrPTT_1	chrPTM_1	2670328	2685962	2561382	2577019
